NEW:epstein-sweetheart-deal-2006	2026-02-23-epstein-lies-satanic-elite-mossad	1:41:36	A constitutional attorney told him the only surviving route to prosecution would be to argue the cover-up itself continued and constituted a conspiracy, and that even that is a stretch.	you would be prosecuted for conspiracy to commit the crime
ghislaine-maxwell	2026-02-23-epstein-lies-satanic-elite-mossad	1:22:39	A Bureau of Prisons rule bars anyone convicted of a child sex crime from serving a sentence in a minimum-security work camp; such prisoners are placed in low-security facilities because they would be killed in penitentiaries or medium-security prisons.	anybody convicted of a child sex crime is forbidden from serving his or her sentence in a minimum security work camp
ghislaine-maxwell	2026-02-23-epstein-lies-satanic-elite-mossad	1:23:10	Ghislaine Maxwell is the only person convicted of a child sex offence in the entire federal system housed in a minimum-security work camp, where there are no locked doors or bars and most inmates work in town, and she was transferred there by the president.	she was transferred there by the president
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:50:41	He believes Epstein killed himself, arguing the evidence is not as clear as people want it to be and that he judges it from his own experience of the federal prison system.	I do I believe he killed himself
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:51:14	The only qualification to be a federal prison guard is working towards a GED and having no felony convictions; guards frequently could not perform mail call because they could not read, so prisoners did it in violation of the rules.	because they couldn't read it was as simple as that
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:52:15	The cameras were always broken, which he knows because as chapel janitor part of his job was breaking up inmates having sex there — they used the chapel precisely because the cameras did not work.	because they knew that the cameras didn't work
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:52:45	Guards are required to make rounds every fifteen minutes, or every eight on suicide watch, and routinely do not; the one-second camera glitch is explained by old tape cameras that reset nightly and record over the previous day.	what we saw go wrong the night Jeffrey Epstein died goes wrong every night
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:53:45	A guard from the prison where he served emailed him after seeing a podcast to say this was exactly why they had wanted to kill him.	bring it tough guy
kiriakou-prison-manipulation-tactics	2026-02-23-epstein-lies-satanic-elite-mossad	1:55:20	An inmate serial killer known as Truck, who hated paedophiles, boiled a $2.85 bottle of commissary olive oil in a microwave and poured it over a sleeping child-sex offender who would not stop talking; the man was helicoptered to Pittsburgh and Truck received ten years on top of his forty.	his skin is just like dropping off of his skull
prison-pedophile-accounts	2026-02-23-epstein-lies-satanic-elite-mossad	1:55:50	Because child-sex offenders are concentrated at the low-security level, fully a third of the prison population where he served were paedophiles, subject to inmate rules barring them from the television room, from their own rooms except to sleep, and from having visitors in their rooms.	fully a third of the prison is pedophiles
NEW:cover-up-worse-than-the-crime	2026-02-23-epstein-lies-satanic-elite-mossad	1:57:56	A lesson he says senior government officials cannot learn is that the cover-up of a crime is always worse than the crime: Richard Nixon resigned over the cover-up of Watergate rather than over Watergate.	the cover up of the crime is always worse than the crime
NEW:epstein-death-prison-conditions	2026-02-23-epstein-lies-satanic-elite-mossad	1:59:31	Asked how he would fake the death, he says he would remove the body — a double or a silicone form — in full view of as many people as possible so that reasonable people could disagree, and would cremate it to foreclose exhumation and DNA testing.	let as many people as possible see this body
jason-leopold	2026-02-23-epstein-lies-satanic-elite-mossad	1:08:37	Jason Leopold has filed more Freedom of Information Act requests than anyone in the Act's history, was called a FOIA terrorist on the record by George W. Bush's Pentagon spokesman, and broke the Hillary Clinton email story through a FOIA request.	called him a foyer terrorist on the record
jason-leopold	2026-02-23-epstein-lies-satanic-elite-mossad	1:09:39	The CIA never answers FOIA requests, so the practice is to sue on day sixty, which always wins because the statutory deadline is unambiguous and the judge awards legal fees; Kiriakou's own request has been pending fifteen years because he never sued.	they have 60 days so what happens is when day 60 comes you have to sue them
ken-dilanian	2026-02-23-epstein-lies-satanic-elite-mossad	1:11:12	Documents obtained in that FOIA suit showed a national security correspondent sending his articles to the CIA for clearance before sending them to his own editors.	is it okay guys if I write this about you
cia-media-relations	2026-02-23-epstein-lies-satanic-elite-mossad	1:12:17	The same documents showed the CIA answering an unknown independent journalist who offered a comment opportunity with a threat that he would never again be invited to the Christmas party or given an off-the-record briefing; he killed his own story.	you will never be invited to the Christmas party ever again
cia-media-relations	2026-02-23-epstein-lies-satanic-elite-mossad	1:12:47	Operation Mockingbird is obsolete because the agency no longer needs to recruit journalists — threatening access is sufficient, a system he and his interviewer name access journalism and attribute to the collapse of investigative-journalism budgets.	they don't need Operation Mockingbird anymore
cia-media-relations	2026-02-23-epstein-lies-satanic-elite-mossad	1:16:55	When a journalist offers a pre-publication comment opportunity, the CIA will warn that publication will kill a specified number of people, and if the story is sensitive enough the call comes from the national security adviser rather than the director.	you'll get a call from the national security adviser above the CIA director
NEW:blood-on-your-hands-tactic	2026-02-23-epstein-lies-satanic-elite-mossad	1:17:58	The blood-on-your-hands accusation is thrown at whistleblowers as a matter of routine, and Tom Drake — charged with nine felonies including seven Espionage Act counts, facing about fifty-five years — defeated it at a proffer meeting by demanding prosecutors name one soldier who had died.	name one and I'll take a guilty plea
NEW:blood-on-your-hands-tactic	2026-02-23-epstein-lies-satanic-elite-mossad	1:19:33	After the Drake case collapsed the accusations remained on the NSA and Justice Department websites, but the slide accusing him of having soldiers' blood on his hands was removed.	they just make that shit up and throw it at you to scare you
tom-drake	2026-02-23-epstein-lies-satanic-elite-mossad	1:17:58	Tom Drake first disclosed that NSA was spying on Americans after 9/11, and was charged with two counts of theft of government property for information he carried out of the building in his head.	he walked out of the building with the information in his head
NEW:trilateral-commission	2026-02-23-epstein-lies-satanic-elite-mossad	1:46:17	Someone close to him who rose high enough in a corporate structure to be invited attended one of the conferences and reported that it consisted of very rich, very important people talking about arms deals — and that at Davos the subject was how to manage the global economy.	it was all about arms deals
NEW:trilateral-commission	2026-02-23-epstein-lies-satanic-elite-mossad	1:45:46	He says he used to dismiss analysis invoking the Trilateral Commission, Bilderberg and the Shangri-La conference, and stopped after that account.	I used to just piss all over people's analysis
NEW:trilateral-commission	2026-02-23-epstein-lies-satanic-elite-mossad	1:47:57	He notes the organisations are not secret — they publish websites listing attendees by name, most of whom a reader would recognise.	they even have a website
NEW:defense-spending-districts	2026-02-23-epstein-lies-satanic-elite-mossad	1:50:35	Fully a third of the Pentagon's roughly $1 trillion budget goes to weapons and weapons systems.	of the Pentagon's $1 trillion budget fully a third goes to weapons
NEW:defense-spending-districts	2026-02-23-epstein-lies-satanic-elite-mossad	1:51:05	The Pentagon has placed orders with manufacturers in every one of the 435 congressional districts, so every member has constituents dependent on the defence budget and no incentive to vote against it.	there's no incentive for any member of Congress to vote no on DoD
NEW:defense-spending-districts	2026-02-23-epstein-lies-satanic-elite-mossad	1:52:39	A friend running a small manufacturing plant in Beaver County, Pennsylvania told him he was entirely dependent on the Pentagon under a classified programme, making a widget for something like a Patriot missile motor.	oh I can't tell you he said it's a classified program
NEW:population-decline-analysis	2026-02-23-epstein-lies-satanic-elite-mossad	1:55:14	He relays a report that China likely has closer to 650 or 700 million people rather than the claimed 1.1 billion, having consistently overstated its population to support economic figures he also doubts.	they've consistently lied about their population
NEW:population-decline-analysis	2026-02-23-epstein-lies-satanic-elite-mossad	1:55:45	Greece's long depression drove out so much of its educated middle class — doctors, lawyers, engineers, businessmen — to the US, UK, Australia, Canada and Germany that there is almost no upper middle class left and no one to create jobs.	it just left
NEW:population-decline-analysis	2026-02-23-epstein-lies-satanic-elite-mossad	1:56:17	He cites a Washington Post projection that at its then-current rate of decline Russia would have no Russians left in 150 years, and frames the general question as whether some countries can remain viable without large population changes.	in 150 years there won't be any Russians
cia-culture-of-lying	2026-02-23-epstein-lies-satanic-elite-mossad	1:05:34	CIA-planted articles are often exposed because the ISP information for the editors traces back to Langley.	it oftentimes goes back to Langley
cia-culture-of-lying	2026-02-23-epstein-lies-satanic-elite-mossad	1:06:04	In his own case his lawyers debated whether to request something in discovery on the assumption the government would not have been careless enough; they were, and the resulting error forced three charges to be dropped.	no actually they are that stupid
soylent-green-cable-easter-egg	2026-02-23-epstein-lies-satanic-elite-mossad	2:33:18	He returns to Soylent Green as a portrait of a world on the brink, noting the one thing the 1973 film got completely wrong was that its policeman still had to pull over and use a phone booth to make a call.	I guess there are just some things people don't see
NEW:cia-first-email-station	2026-02-23-epstein-lies-satanic-elite-mossad	2:34:19	On temporary duty at a Middle East station he watched a headquarters technical team install the first email program; the station chief, told his officers could now write to anyone and hit send, said he did not like it one bit and decreed there would be no email in his station.	I don't like it I don't like it one bit
NEW:cia-first-email-station	2026-02-23-epstein-lies-satanic-elite-mossad	2:34:49	He offers the episode as an example of an inability to see a change coming rather than of stupidity.	your brain can't comprehend it
aipac	2026-02-23-epstein-lies-satanic-elite-mossad	2:56:13	Even confirmation that Israel had run Epstein would be a temporary blip, because the pro-Israel lobby is so entrenched in American politics, society and culture that the relationship will not change.	this is going to be a little blip a temporary blip
aipac	2026-02-23-epstein-lies-satanic-elite-mossad	2:57:48	He points to the Pollard precedent: the operation was run from the Israeli defence minister's office, the Israelis hemmed and hawed and quietly apologised, and the relationship resumed within weeks.	they didn't care for more than a few weeks
tucker-carlson	2026-02-23-epstein-lies-satanic-elite-mossad	2:56:44	The only thing he thinks might change the relationship is people with large followings, of whom he names Tucker Carlson, speaking about what America first really means.	that might make a difference
mossad	2026-02-23-epstein-lies-satanic-elite-mossad	2:58:18	The claim that CIA and Mossad are interchangeable is made out of ignorance: the relationship is operationally close but Mossad actively spies on the United States, unlike the Five Eyes partners.	that's a statement made out of ignorance
mossad	2026-02-23-epstein-lies-satanic-elite-mossad	2:59:53	He allows that political appointees such as Mike Pompeo, whom he calls as pro-Israel as it is possible to be, create pockets of overlap, while at the working level relations are fraternal rather than warm.	at the working level it's not so nice
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:00:57	A former CIA officer who had been at the White House that morning told him a decision had been made to attack Iran on the Monday or Tuesday, days after the president gave Iran ten days to accept demands on its ballistic missile programme, uranium enrichment and support for Hamas, Hezbollah and the Houthis.	a decision has been made to attack Iran on Monday or Tuesday
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:01:28	He expects the ultimatum to be short-circuited, as before, with an attack two days into a ten-day or two-week window, which he says the president believes keeps adversaries off balance.	he'll give you 10 days he'll give you two weeks and then he'll just attack two days into it
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:01:28	The USS Abraham Lincoln had been in the Arabian Sea for weeks with about two dozen support ships across the Persian Gulf, Arabian Sea, Red Sea and Eastern Mediterranean, and the USS Gerald Ford was passing Gibraltar that day.	we're going to have enough assets to attack Iran in the next couple of days
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:02:31	The reported battle lines put JD Vance and Tulsi Gabbard against the war and Marco Rubio, Pete Hegseth and the Joint Chiefs of Staff in favour — an inversion Kiriakou challenged, because the Joint Chiefs were the most stridently anti-war element at the start of the Iraq war.	the pro-war people are led by Marco Rubio
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:03:02	The explanation given to him was that Trump had replaced every one of the Joint Chiefs within the past twelve months, firing the four-star generals who had served under Biden and promoting officers he judged politically loyal.	he promoted people that he knew would be politically loyal
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:03:33	Two rounds of talks — with the Omanis in Muscat and the Swiss in Geneva — had been called productive by both sides, and the Omanis, whom he rates as very good at diplomacy and trusted by Iran because they are honest, had asked Washington to let them work.	I think a decision's been made
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:05:39	He attributes the White House position to Israeli propaganda of the kind used in 2003 — that Iranians would greet an invasion with flowers — and stresses Iran is bigger than Texas with 92 million people.	that's just not going to happen it never happens
NEW:iran-attack-decision-feb-2026	2026-02-23-epstein-lies-satanic-elite-mossad	3:04:07	Asked whether the timing was meant to distract from the Epstein scandal, he answered probably in part, and noted the simultaneous announcement that UFO files would be released.	probably in part yeah
alan-dershowitz	2026-02-23-epstein-lies-satanic-elite-mossad	20:20	Dershowitz's on-air claim that as Epstein's attorney he could have gone to the White House and obtained a lighter sentence had Epstein been a Mossad spy is one Kiriakou treats as self-incriminating and absurd.	I would have hung him from a tree
alan-dershowitz	2026-02-23-epstein-lies-satanic-elite-mossad	20:20	He describes interruption as Dershowitz's deliberate technique for knocking an opponent off balance.	he interrupts to try to knock you off off balance
les-wexner	2026-02-23-epstein-lies-satanic-elite-mossad	25:29	The first question he would put to Les Wexner is what would possess the richest man in Ohio to hire a seventh-grade substitute mathematics teacher who never finished college as his tax adviser.	unless you were also having sex with him
les-wexner	2026-02-23-epstein-lies-satanic-elite-mossad	26:32	He relays a Vanity Fair account that Wexner, well into adulthood and never married, married as soon as people began asking whether he was gay.	as soon as people started asking that question he ran out and got married
david-rockefeller-bahrain	2026-02-23-epstein-lies-satanic-elite-mossad	56:48	As economic officer in Bahrain he was made David Rockefeller's control officer for a visit to collect an award from the Bahraini American Bankers Association, and the Amir responded by announcing a state dinner for some 500 people at his main palace.	the biggest social event of the year
NEW:zawahiri-warheadless-missile	2026-02-23-epstein-lies-satanic-elite-mossad	2:03:37	A drone-launched missile fired at an al-Qaeda deputy leader carried no warhead, deliberately, so that the women and children inside the apartment would not be killed; it passed straight through his body as he stepped onto the balcony to smoke.	the missile had no warhead on it
virginia-giuffre	2026-02-23-epstein-lies-satanic-elite-mossad	2:30:43	He says Virginia Giuffre cracked in slow motion in front of the public in the weeks before her death, and that he cannot fathom the pressure she was under.	she kind of cracked up right in front of our eyes
#NOTE	Julian Dorey Podcast #388 (2026-02-23), 3h06m, Kiriakou sole guest. `2026-02-28-julian-dorey-meme-reaction` is an 8-minute clip of roughly 03:41-12:00 of this episode (memes / Lincoln turd auction) and is already in the corpus. Sponsor gaps at ~33:44-40:32 and ~59:00-1:05:34.
#IMAGE-MAP	adnan-khashoggi	Adnan_Khashoggi
#IMAGE-MAP	gerald-bull-supergun	Project_Babylon
#IMAGE-MAP	trilateral-commission	Trilateral_Commission
